ID товара;Название товара или услуги;Название товара в URL;URL;Дополнительное описание;Описание;Видимость на витрине;Применять скидки;Тег title;Мета-тег keywords;Мета-тег description;Размещение на сайте;Весовой коэффициент;Валюта склада;НДС;Единица измерения;Габариты;Изображения;Ссылка на видео;Средний рейтинг;Количество отзывов;Свойство: Номинальный ток, А;Свойство: Количество полюсов;Свойство: Гарантия;Свойство: Единиц в одном товаре;Свойство: Количество фаз;Свойство: Номинальная отключающая способность, кA;Свойство: Размеры, мм;Свойство: Ссылка на сертификаты;Свойство: Партномер;ID варианта;Артикул;Штрих-код;Внешний ID;Габариты варианта;Цена продажи;Старая цена;Себестоимость;Остаток;Остаток: Основной склад;Остаток: Али;Вес;Изображения варианта;Тип цен: маркетплейс;Тип цен: Авито;Параметр: Тип товара;Параметр: Бренд;Параметр: Страна производства;Параметр: Степень защиты IP;Параметр: Цвет корпуса;Параметр: Минимальная рабочая температура;Параметр: Максимальная рабочая температура;Параметр: Длина;Параметр: Ширина;Параметр: Высота;Параметр: Вес с упаковкой, г;Параметр: Модель;Параметр: Партномер;Параметр: Номинальный ток, А;Параметр: Серии;Параметр: Коммерческий тип;Параметр: Объем;Параметр: Вес товара, г;Параметр: Гарантийный срок;Параметр: Цвет товара;Параметр: Использовать шаблонизатор наименований;Параметр: Гарантия;Параметр: Класс защиты;Параметр: Количество фаз;Параметр: Единиц в одном товаре;Параметр: Макс. напряжение, В;Параметр: Количество модулей;Параметр: Тип расцепления;Параметр: Номинальная отключающая способность, кA;Параметр: Тип тока;Параметр: Номинальное напряжение, В;Параметр: Количество заводских упаковок;Параметр: Комплектация;Параметр: Количество полюсов;Параметр: Макс. сила тока, А;Параметр: Размеры, мм;Параметр: Материал;Параметр: Тип цоколя;Параметр: Свет;Параметр: Технология;Параметр: Форма лампочки;Параметр: Напряжение питания, В;Параметр: Упаковка;Параметр: Назначение лампы;Параметр: Место применения;Параметр: Диаметр, мм;Параметр: Назначение;Параметр: Тип электронного модуля;Параметр: Напряжение, В;Параметр: Расположение выходной резьбы;Параметр: Входная резьба;Параметр: Макс. давление, Бар;Параметр: Макс. рабочая температура, °С;Параметр: Диаметр резьбы;Параметр: Макс. сечение кабеля, мм²;Параметр: Мин. сечение кабеля, мм²;Параметр: Тип выключателя;Параметр: Мощность, кВт;Параметр: Степень водо-пылезащиты;Параметр: Назначение прибора;Параметр: Вид измерительного инструмента;Параметр: Макс. температура, °С;Параметр: Мин. температура, °С;Параметр: Принцип работы толщиномера;Параметр: Погрешность измерения;Параметр: Принцип действия;Параметр: Монтаж;Параметр: Высота, мм;Параметр: Глубина, мм;Параметр: Тип механизма;Параметр: Вид замка;Параметр: Двигатель для садовой техники;Параметр: Рабочее напряжение, В;Параметр: Степень защиты;Параметр: Тип управления;Параметр: Способ монтажа;Параметр: Особенности;Параметр: ток утечки;Параметр: Мощность, Вт;Параметр: Ориентация монтажа;Параметр: Возрастные ограничения;Параметр: Жанр ПО;Параметр: Тип носителя;Параметр: category;Параметр: Серийный номер / Штрих-код / EAN;Параметр: GoodsType;Параметр: ToolType;Параметр: GoodsSubType;Параметр: WeldingToolType;Параметр: HandToolType;Параметр: PowerToolType;Параметр: MeasuringToolType;Параметр: ElectricalToolType;Параметр: PlumbingType;Параметр: ContactMethod;Параметр: TypeId;Параметр: ProductType;Параметр: Сколы или царапины;Параметр: Сертификаты;Параметр: ToolSubType;Параметр: GoodsPromType;Параметр: PrivodType;Параметр: PriceWithVAT;Параметр: Country;Параметр: ComponentsType;Параметр: Condition;Параметр: Коробка;Параметр: Availability;Параметр: invoice;Параметр: Название модели (для объединения в одну карточку);Параметр: IzmerenieType;Параметр: SparePartType;Параметр: TechnicSparePartType;Параметр: adtype;Параметр: ТН ВЭД коды ЕАЭС;Параметр: nasostype;Параметр: Класс опасности товара;Параметр: Вид аксессуара для клемм;Параметр: Цвет свечения;Параметр: Сила тока, mA;Параметр: Сила света, мкд;Параметр: LiftingType;Параметр: StackerType;Параметр: LigitingType;Параметр: Количество клавиш;Параметр: Температура света, К;Параметр: Аннотация;Параметр: Название серии;Параметр: Целевая аудитория;Параметр: Крепление;Параметр: Уценка (Ozon);Параметр: Принцип действия УЗО;Параметр: Количество в упаковке, шт;Параметр: Расположение резьбы;Параметр: Выходная резьба;Параметр: Внутренний диаметр, мм;Параметр: Название цвета;Параметр: Способ очистки;Параметр: Материал прокладки;Параметр: Ключевые слова;Параметр: Внешний диаметр, мм;Параметр: Управление краном;Параметр: Назначение крана;Параметр: Тип подключения крана;Параметр: Номинальное давление (PN);Параметр: Тип вентиля;Параметр: Кол-во постов;Параметр: Условный проход, мм;Параметр: Тип фитинга;Параметр: Соединение;Параметр: Применение фитинга;Параметр: Назначение фитинга;Параметр: Американка;Параметр: Диаметр присоединения, мм;Параметр: Диаметр отвода, мм;Параметр: Форма маховика;Параметр: Вид питания;Параметр: Количество ламп, шт;Параметр: Длина, м;Параметр: Количество светодиодов на метр;Параметр: Управление;Параметр: Защищенность;Параметр: Макс. мощность ламп, Вт;Параметр: Вид ИБП;Параметр: Тип оповещателя;Параметр: Для управления;Параметр: Вид модуля;Параметр: Поддерживаемые протоколы;Параметр: Датчики;Параметр: Беспроводные интерфейсы;Параметр: Диаметр трубки, мм;Параметр: Вид запчасти;Параметр: Тип комплектующего для КИПиА;Параметр: Тип весов;Параметр: Поддерживаемые бренды;Параметр: Вид комплектующего для вентиляции;Параметр: Вид аксессуара бытовой техники;Параметр: Кол-во розеток;Параметр: Электроустановочные особенности;Параметр: Вид розетки;Параметр: Вид работы вентилятора;Параметр: Длина, мм;Параметр: Вес товара, г_4383;Параметр: Сертификат вид;Параметр: Форм-фактор;Параметр: Тип накопителя;Параметр: ElectricsSubType;Параметр: ProductSubType;Параметр: PlumbingSubType;Параметр: ValveType;Параметр: Diameter;Параметр: ElectricsType;Параметр: DeviceType;Параметр: ProductsType;Параметр: Brand;Параметр: Voltage;Параметр: PhaseType;Параметр: RatedCurrent;Параметр: Poles;Параметр: TrippingType;Параметр: SmartHome;Параметр: Model;Параметр: AirConditionerType;Параметр: AirConditionerSubType;Параметр: Категория Яндекс Маркета;Параметр: Категория товара в Google;Параметр: Категория товара в Wildberries;Параметр: Категория товара в OZON
;(false positive) consumer item;;;;<p>Горизонтальный угол 100x80мм используется для изменения направления кабельных трасс в системах автоматизации. Обеспечивает надежное соединение и защиту кабелей.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://saby.ru/help/equipment/scaner/setting/HVCom;;;;;;;;;;;;;;36022-RU;;;;2507;;;;;;;;;;;DKC;;;;;;;;;;;36022-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;(false positive);;;;<p>Горизонтальный угол 200x80мм предназначен для изменения направления кабельных трасс. Обеспечивает надежность и аккуратность монтажа.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;;;;;;;;;;;;;;;36024-RU;;;;1794;;;;;;;;;;;DKC;;;;;;;;;;;36024-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;vehicle body part (collision);;;;<p>Горизонтальный угол 400x80мм используется для изменения направления кабельных трасс в промышленных системах. Обеспечивает надежное соединение и защиту.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://www.youtube.com/watch?v=mbUBOggWERM;;;;;;;;;;;;;;36026-RU;;;;2037;;;;;;;;;;;DKC;;;;;;;;;;;36026-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;water backwash filter;;;;<p>Т-образный соединитель 100x80мм предназначен для разветвления кабельных трасс в системах автоматизации. Обеспечивает надежное соединение и защиту кабелей.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://santehmoskva.ru/image/cache/catalog/sharan-filter/21112.970-1200x1200.jpg.webp;;;;;;;;;;;;;;36142-RU;;;;28000;;;;;;;;;;;DKC;;;;;;;;;;;36142-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;African Journal of Agricultural Research;;;;<p>Т-образный соединитель 200x80мм используется для разветвления кабельных трасс. Обеспечивает надежность и аккуратность монтажа.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://santehmoskva.ru/image/cache/catalog/sharan-filter/21126.970-1200x1200.jpg.webp;;;;;;;;;;;;;;36144-RU;;;;29000;;;;;;;;;;;DKC;;;;;;;;;;;36144-RU;;October 2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;water filter (fine filter);;;;<p>Т-образный соединитель 400x80мм предназначен для разветвления кабельных трасс в промышленных системах. Обеспечивает надежное соединение и защиту.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://tr-inz.ru/collection/opory-trubchatye-ost-36-146-88-tip-tr;;;;;;;;;;;;;;36146-RU;4690309508831;;;42000;;;;;;;;;;;DKC;;;;;;;;;;;36146-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Соединитель DKC 36204-RU;;;;<p>Перекрестный соединитель 200x80мм используется для пересечения кабельных трасс в системах автоматизации. Обеспечивает надежное соединение и защиту кабелей.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://dev.bireta.ru/catalog/photos/DKC_36204-RU.jpg;;;;;;;;;;;;;;36204-RU;;;;3716;;;;;;;;;;;DKC;;;;;;;;;;;36204-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;QST Amateur Radio;;;;<p>Соединительная муфта Honeywell 36206-RU используется для соединения кабелей в промышленных системах. Она обеспечивает надежное соединение и защиту от внешних воздействий. Размеры муфты составляют 400x80 мм.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://us.evocdn.io/dealer/1228/catalog/product/images/hw-ru6500-removebg-previ;;;;;;;;;;;;;;36206-RU;;;;4746;;;;;;;;;;;DKC;;;;;;;;;;;36206-RU;;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DIXI 1101 Centre Drill;;;;<p>Адаптер RRC Honeywell 36299-RU предназначен для использования в промышленных системах автоматизации. Он обеспечивает надежное соединение и адаптацию различных компонентов. Размеры адаптера составляют 400x200 мм.</p>;true;true;;;;Каталог/Электрика/Кабеленесущие системы;;;;;;https://osa.revitech.ru/catalog/dlya_kanalizatsionnykh_trub/zaglushka-50-rtp-tru;;;;;;;;;;;;;;36299-RU;;;;4162;;;;;;;;;;;DKC;;;;;;;;;;;36299-RU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PEHA DIALOG frame (unverified);;;;<p>Устройство Honeywell D 95.572.78 используется в промышленных системах для выполнения различных задач автоматизации. Известно своей надежностью и эффективностью.</p>;true;true;;;;Каталог/Электрика/Электроустановочные изделия;;;;;;https://novoaltaisk.aelektro.ru/catalog/ramki/2-postovye/ramka-2-posta-honeywell;;;;;;;;;;;;;;369211;4010105369212;;;616;;;;;;;;;;;PEHA;;;;;;;;;;;369211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;STEALTH® FAMILY;;;;<p>Honeywell D 20.545.192 — это устройство, предназначенное для использования в системах автоматизации. Обеспечивает надежное выполнение задач управления и контроля.</p>;true;true;;;;Каталог/Электрика/Электроустановочные изделия;;;;;;https://www.conrad.ch/fr/p/peha-by-honeywell-cache-bouton-a-bascule-noir-39611-1;;;;;;;;;;;;;;39611;4010105039610;;;592;;;;;;;;;;;PEHA;;;;;;;;;;;39611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fusion IV NVR Series;;;;<p>Жесткий диск Honeywell 400-ATII с объемом 300GB и скоростью вращения 15K RPM предназначен для использования в серверах и системах хранения данных. Обеспечивает высокую скорость передачи данных благодаря интерфейсу SAS 12Gbps.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://linkas.ru/catalog/servery/servery-dell/diski-dlya-severov-dell-14-go-pok;;;;;;;;;;;;;;400-ATII;;;;14772;;;;;;;;;;;Honeywell;;;;;;;;;;;400-ATII;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Transistor;;;;<p>Устройство Honeywell D 20.677.192-Z применяется в системах автоматизации для выполнения специфических функций. Известно своей надежностью и долговечностью.</p>;true;true;;;;Каталог/Строительство и Ремонт/ОПС/Извещатели/Пожарные;;;;;;https://kz.y-ic.com/pdf/AMP-Connectors-TE-Connectivity/42511-2.html;;;;;;;;;;;;;;42511;;;;1135;;;;;;;;;;;Esser;;;;;;;;;;;42511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Internal transformer kit;;;;<p>Трансформатор Honeywell 50017460-001/U предназначен для преобразования напряжения в промышленных системах. Обеспечивает надежную работу оборудования при различных условиях эксплуатации.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://www.gazrk.ru/shop/zapchasti-dlia-gorelok/prochee/17220_transformator_pon;;;;;;;;;;;;;;50017460-001/U;;;;10924;;;;;;;;;;;Honeywell;;;;;;;;;;;50017460-001/U;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Device (unidentified);;;;<p>Honeywell D 20.677.702-Z — это устройство, предназначенное для использования в системах автоматизации. Обеспечивает надежное выполнение задач управления и контроля.</p>;true;true;;;;Каталог/Строительство и Ремонт/ОПС/Извещатели/Пожарные;;;;;;https://dev.bireta.ru/catalog/photos/ESSER_57511.jpg;;;;;;;;;;;;;;57511;;;;1367;;;;;;;;;;;Esser;;;;;;;;;;;57511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PA power amplifier;;;;<p>Усилитель Honeywell 580249.11, 4XD500, Версия 1.1 используется в аудиосистемах для усиления звукового сигнала. Обеспечивает высокое качество звука и надежность работы.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://www.hunters-wholesalers.co.uk/product/honeywell-58024911-digital-power-a;;;;;;;;;;;;;;580249.11;;;;272659;;;;;;;;;;;Honeywell;;;;;;;;;;;580249.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PA ceiling speaker;;;;<p>Потолочный громкоговоритель Honeywell 581263 мощностью 6 Вт предназначен для использования в системах оповещения и звукового сопровождения. Обеспечивает качественное воспроизведение звука.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://market.yandex.ru/card/l-pcm06a-honeywell-potolochnyy-gromkogovoritel-581;;;;;;;;;;;;;;581263;;;;10937;;;;;;;;;;;Honeywell;;;;;;;;;;;581263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PA cabinet speaker;;;;<p>Настенный громкоговоритель Honeywell 581270 мощностью 6 Вт используется в системах оповещения и звукового сопровождения. Обеспечивает качественное воспроизведение звука и простоту установки.</p>;true;true;;;;Каталог/Строительство и Ремонт/ОПС/Извещатели/Пожарные;;;;;;https://www.orbitadigital.com/en/discontinued/15206-megafonia-honeywell-581270-a;;;;;;;;;;;;;;581270;;;;8;;;;;;;;;;;Esser;;;;;;;;;;;581270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;PA cabinet speaker;;;;<p>Настенный громкоговоритель Honeywell 581276 мощностью 10 Вт предназначен для использования в системах оповещения и звукового сопровождения. Обеспечивает высокое качество звука и надежность.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://germes-security.ru/esser/korpusnie-gromkogovoriteli-modely-581276/;;;;;;;;;;;;;;581276;;;;12745;;;;;;;;;;;Honeywell;;;;;;;;;;;581276;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Кабель Honeywell 583491A;;;;<p>Входной кабель Honeywell 583491A используется для подключения аудиоусилителей в системах звукового сопровождения. Длина кабеля составляет 0,5 м, цвет — зеленый.</p>;true;true;;;;Каталог/Строительство и Ремонт/ОПС/Извещатели/Пожарные;;;;;;https://honeywell.scene7.com/is/image/Honeywell65/hbt-fire-583491a-variodyn-d1-cat5-patch-cable-0-5-m-green-dom-to-ampl-primaryimage;;;;;;;;;;;;;;583491A;;;;1041;;;;;;;;;;;Esser;;;;;;;;;;;583491A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;VARIODYN ONE Digital Call Station DCS plus / DKM plus;;;;<p>Цифровая станция вызова Honeywell DCS Plus e54-16 используется в системах оповещения и связи. Обеспечивает надежное и качественное управление вызовами и оповещениями.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://sbmall.ru/737/951/164139/;;;;;;;;;;;;;;583520;;;;211080;;;;;;1420;;;;;Honeywell;;;;;;;;;;;583520;;VARIODYN ONE;;;1420;;;;;;;;;;;;;;;;;;200 x 49.4 x 200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;HP LIGHTWEIGHT NOTEBOOK;;;;<p>Жесткий диск Honeywell 600GB-SAS2.5 с объемом 600 GB и скоростью вращения 10K RPM предназначен для использования в серверах и системах хранения данных. Обеспечивает высокую скорость передачи данных благодаря интерфейсу SAS.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://market.yandex.ru/search?text=%D0%96%D0%B5%D1%81%D1%82%D0%BA%D0%B8%D0%B9%;;;;;;;;;;;;;;600GB-SAS2.5;;;;;;;;;;;;;;;Honeywell;;;;;;;;;;;600GB-SAS2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Fulfillment for Contract Logistics;;;;<p>Жесткий диск формата 3.5 дюйма с объемом 600 ГБ и интерфейсом SATA. Используется для хранения данных в промышленных и офисных системах. Обеспечивает надежное хранение и быстрый доступ к данным.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://market.yandex.ru/card/zhestkiy-disk-seagate-cheetah-st3600057ss-35-15k-6;;;;;;;;;;;;;;600GB-SAS3.5;;;;;;;;;;;;;;;Honeywell;;;;;;;;;;;600GB-SAS3.5;;Warehouse Star Apps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Beam detector reflector kit;;;;<p>Линейный извещатель для систем пожарной сигнализации с диапазоном действия от 75 до 100 метров. Используется для обнаружения дыма в больших помещениях. Обеспечивает надежное и своевременное обнаружение пожара.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;;;;;;;;;;;;;;;6500-LRK;;;;17325;;;;;;;;;;;Honeywell;;;;;;;;;;;6500-LRK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;manual call point spare part;;;;<p>Запасное стекло для малого ручного пожарного извещателя (MCP). Используется для замены поврежденного стекла в извещателях, обеспечивая их работоспособность и надежность.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;https://honeywell.scene7.com/is/image/Honeywell65/hbt-fire-704960-primaryimage;;;;;;;;;;;;;;704960;;;;4080;;;;;;;;;;;Honeywell;;;;;;;;;;;704960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Interface / terminal block;;;;<p>Модуль ввода FTA-C300-16DI-F-SLIM-G3-S используется в системах автоматизации для подключения и управления различными устройствами. Обеспечивает надежное соединение и высокую скорость передачи данных.</p>;true;true;;;;Каталог/Электрика/Щитовое оборудование;;;;;;;;;;;;;;;;;;;;7508001857;;;;54927;;;;;;;;;;;Weidmuller;;;;;;;;;;;7508001857;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
